"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""app"",""arkit"",""ios"",""scenekit"",""swift""]","2017-07-04T01:29:17Z","StephenGuanqi/ARKitDemo",11,"augmented reality ios app implemented in arkit and swift feature in placing wolf on a grass taking snapshot drawing lines in d space","[""swift"",""swift-3"",""arkit"",""scenekit"",""ios"",""ios-app""]","Swift","[""Swift""]",2262,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arkit"",""ios"",""objective-c"",""scenekit"",""unity""]","2017-07-03T10:15:44Z","StephenGuanqi/Unity-ARKit-Plugin",80,"modified plugin source and add custom arkit projects implement on unity","[""arkit"",""unity"",""objective-c"",""augmented-reality"",""arframe"",""cvpixelbuffer"",""scenekit"",""ios""]","C#","[""C#"",""ShaderLab"",""Objective-C"",""Objective-C++""]",71383,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev"",""c"",""clang"",""language"",""swift"",""ios"",""macos"",""swiftui"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode""]"
"[""graphics"",""unity"",""unity-editor"",""virtual"",""vr"",""xr""]","2020-09-01T15:39:07Z","StephenHodgson/Native-Unity-API",3,"c headers for unity native plugins","[""unity"",""unity3d"",""unity3d-plugin"",""native"",""header-files"",""unity-editor"",""native-development"",""cpp"",""xr"",""graphics"",""ar"",""vr"",""mixed-reality"",""augmented-reality"",""virtual-reality""]","C++","[""C++"",""C"",""Objective-C""]",57,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""api"",""sdk"",""facebook"",""wrapper"",""google"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""c-plus-plus"",""qt"",""c"",""cmake"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""webgl"",""3d"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""app"",""arkit"",""ios"",""swift"",""webgl""]","2017-07-24T09:28:12Z","Stinkstudios/arkit-web",155,"an experimental ios app for rapidly prototyping arkit experiences with webgl","[""arkit"",""webgl"",""ios"",""augmented-reality"",""mixed-reality"",""swift""]","Swift","[""Objective-C"",""Swift"",""C"",""Metal""]",9831,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""3d"",""vulkan"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode""]"
"[""gltf"",""graphics"",""scenekit""]","2018-11-15T11:14:16Z","Svrf/SvrfGLTFSceneKit",4,"gltf loader for scenekit","[""scenekit"",""gltf-loader"",""gltf"",""svrf"",""augmented-reality"",""3d-graphics""]","Swift","[""Swift"",""ShaderLab"",""GLSL"",""Objective-C"",""Ruby"",""Shell"",""JavaScript""]",3464,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan""]"
"[""api"",""arkit"",""face-filters"",""ios"",""sdk"",""virtual""]","2018-10-29T11:52:55Z","Svrf/svrf-ios-sdk",25,"ios sdk for the svrf api and arkit face filters","[""svrf"",""sdk"",""arkit"",""augmented-reality"",""virtual-reality"",""ios""]","Swift","[""Ruby"",""Swift"",""Objective-C""]",2500,"[""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""objective-c"",""cocoapods"",""xcode""]"
"[""api"",""virtual""]","2018-06-12T08:17:45Z","Svrf/svrf-javascript",8,"javascript client library for the svrf api","[""svrf"",""api-client"",""augmented-reality"",""virtual-reality""]","JavaScript","[""JavaScript""]",909,"[""api"",""sdk"",""facebook"",""wrapper"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""api"",""arcore"",""arkit"",""face-filters"",""unity"",""virtual""]","2019-05-29T11:39:57Z","Svrf/svrf-unity",3,"a unity software plugin for the svrf api and d face filters","[""svrf"",""unity"",""api"",""augmented-reality"",""virtual-reality"",""arcore"",""arkit""]","C#","[""C#"",""ShaderLab""]",1831,"[""game"",""unity3d"",""game-development"",""gamedev"",""sdk"",""facebook"",""wrapper"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arjs"",""react"",""webar""]","2017-08-27T22:03:38Z","Swizec/ar-js-experiment",6,"playing around with arjs","[""augmented-reality"",""react"",""webar""]","JavaScript","[""HTML"",""CSS"",""JavaScript""]",2750,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""hololens"",""microsoft"",""unity""]","2018-10-29T14:20:19Z","SyJuly/WorkAR",3,"workar is a prototype of an augmented reality application for a work environment bachelors thesis","[""augmented-reality"",""microsoft-hololens"",""unity""]","C#","[""ShaderLab"",""HLSL"",""C#""]",29905,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev""]"
"[""arcore"",""cloud"",""mr"",""unity"",""xr""]","2019-02-25T07:20:15Z","TIBCOSoftware/Augmented-Reality",10,"tibco labs project art","[""unity3d"",""augmented-reality"",""cloud"",""tibco"",""ar"",""xr"",""mr"",""arcore"",""mixed-reality"",""tibco-labs""]","C#","[""ShaderLab"",""C#""]",119314,"[""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""azure"",""devops"",""terraform"",""docker"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""azure"",""spatial"",""toolkit""]","2020-01-18T17:35:30Z","TakahiroMiyaura/AzureSpatialAnchorsSamplesOnMRTKV2",8,"this project is some samples of azure spatial anchorsalso it is experimental project for crossplatform development using mixed reality toolkit v","null","C#","[""C#"",""Objective-C++"",""Ruby""]",3843,"null"
"[""deep-learning"",""robotics"",""sfm""]","2020-11-10T22:43:02Z","Tarekbouamer/Image-Retrieval-for-Image-Based-Localization",3,"this repository contains modular software to build localization pipeline for various applications","[""localization"",""robotics"",""sfm"",""augmented-reality"",""deep-learning"",""image-retrieval""]","Python","[""Python"",""Shell""]",5344,"[""documentation"",""translation"",""i18n"",""emoji"",""ros"",""computer-vision"",""simulation"",""robot"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""julia"",""optimization"",""math"",""simulation"",""physics""]"
"[""robotics""]","2017-12-17T07:52:00Z","TathagataChakraborti/ppap",3,"if you can read my mind why must i speak","[""planning"",""plan-recognition"",""intention"",""augmented-reality"",""augmented-reality-applications"",""augmented-interactions"",""robotics"",""robotics-algorithms"",""human-robot-interaction"",""human-robot-collaboration""]","SAS","[""SAS"",""Python"",""Shell""]",49,"[""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""ros"",""computer-vision"",""simulation"",""robot"",""python"",""telegram"",""bot"",""telegram-bot"",""rss""]"
"[""app"",""ionic"",""wikitude""]","2016-07-01T15:54:58Z","Tazaf/IonicitudeDemoApp",9,"this app is a demonstration of an ionic app that implements ionicitude and uses the wikitude cordova plugin","[""wikitude"",""ionic"",""ionicitude"",""demo-app"",""augmented-reality"",""augmented-reality-applications""]","JavaScript","[""JavaScript"",""CSS"",""HTML""]",21582,"[""angular"",""typescript"",""angularjs"",""angular2"",""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss""]"
"[""ionic"",""wikitude""]","2016-04-08T15:10:21Z","Tazaf/ionicitude",24,"angularjs module for using the wikitude cordova plugin in an ionic project","[""ionic"",""augmented-reality"",""mobile"",""wikitude"",""ionic-plugin""]","JavaScript","[""JavaScript""]",921,"[""angular"",""typescript"",""angularjs"",""angular2"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""python"",""python3"",""flask"",""asyncio"",""python-3""]"
"[""app"",""express"",""node-js"",""react"",""react-native""]","2020-03-18T20:14:32Z","TeamKnown/Crum",7,"an augmented reality social media application where users can express themselves through interacting with crums crums are digital images that users can superimpose onto reality for others to see","[""expo"",""iphone"",""react"",""react-native"",""react-native-maps"",""redux"",""sequelize"",""node-js"",""express-js"",""postgresql"",""augmented-reality-applications"",""expo-three"",""ar"",""augmented-reality"",""augmented-reality-application"",""social-app"",""location-based""]","JavaScript","[""JavaScript"",""Shell""]",711230,"[""react-native"",""android"",""ios"",""react"",""mobile"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""reactjs"",""android"",""ios"",""react"",""mobile"",""javascript"",""validation"",""typescript"",""form"",""forms"",""javascript"",""react"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""reverse-engineering"",""emulator"",""homebrew"",""malware"",""emulation"",""nodejs"",""mongodb"",""express"",""node"",""expressjs"",""nodejs"",""mongodb"",""express"",""node"",""expressjs"",""database"",""mysql"",""sql"",""sqlite"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""proxy"",""ssh"",""vpn"",""alfred"",""http""]"
"[]","2019-12-11T03:57:49Z","Techie09/readr",3,"mixed reality application for interacting with text","null","C#","[""C#"",""HTML"",""ShaderLab"",""GLSL"",""HLSL""]",6337,"null"
"[""android"",""app"",""django"",""python"",""unity""]","2020-11-21T15:08:52Z","Technocrats-nitw/TalkAR",4,"ar based app to treat language delay and making children of  age learn in to speak in a new way","[""unity3d"",""augmented-reality"",""python"",""nltk"",""django"",""android""]","Python","[""Python"",""HTML""]",5693,"[""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""nlp"",""natural-language-processing"",""bert"",""sentiment-analysis"",""pytorch"",""python"",""python3"",""django-rest-framework"",""flask"",""react-native"",""ios"",""react"",""mobile""]"
"[]","2018-08-02T14:05:13Z","The-Assembly/AR-HomeAutomation",4,"home automation using augmented reality  ","null","C#","[""Python"",""C#""]",43338,"null"
"[""vuforia""]","2016-04-19T18:12:05Z","TheMaggieSimpson/Vuforia559_jPCT-AE",12,"integrating jpctae with vuforia ","[""vuforia"",""augmented-reality""]","Java","[""HTML"",""Java""]",20603,"[""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2016-06-16T08:30:03Z","TheOska/JoyioChat",3,"final year project  video based augmented reality ar communication application","null","Java","[""Java""]",27722,"null"
"[]","2018-02-12T08:24:57Z","TheYoxy/BeerpongAR",6,"a small beerpong in augmented reality","[""augementedreality""]","null","null",38668,"null"
"[""app"",""arkit"",""ios"",""scenekit""]","2017-06-08T01:32:28Z","ThumbWorks/AugmentedSolarSystem",70,"an augmented reality experience to explore planets in our solar system","[""arkit"",""solar"",""planet"",""augmented-reality"",""scenekit"",""ios"",""ios-app"",""ios11""]","Swift","[""Swift"",""C"",""Ruby""]",261099,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""java"",""minecraft"",""mod"",""tree"",""stack"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2018-06-14T06:13:15Z","TimVanMourik/Armadillo",4,"augmented reality brains","null","JavaScript","[""Python"",""HTML"",""CSS"",""Shell"",""JavaScript"",""Dockerfile""]",14325,"null"
"[""android"",""ios"",""unity""]","2017-10-30T20:16:51Z","TimeWalkOrg/TimeWalkAR",3,"augmented reality versions of timewalk scenes  a unity project for ios and android","null","C#","[""C#"",""JavaScript"",""ShaderLab"",""Objective-C++"",""Objective-C"",""GLSL""]",1224877,"null"
"[]","2018-01-31T20:38:50Z","TobiahZ/FocusAnalytics",5,"focus analysis reporting for mixed reality applications","null","C#","[""C#""]",2415,"null"
"[""vive""]","2018-06-25T12:33:52Z","TonyViT/ViveFocusAR",23,"an experiment to create augmented reality applications within the vive focus headset","null","C#","[""C#"",""ShaderLab""]",90804,"null"
"[""flutter"",""ios""]","2019-08-08T07:10:20Z","Topazoo/Flutter_Augment",3,"develop augmented reality applications for ios without the boilerplate","[""flutter"",""augmented-reality"",""ios""]","Dart","[""Java"",""Ruby"",""Objective-C"",""Dart""]",704,"[""dart"",""flutter-apps"",""flutter-plugin"",""android"",""ios"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode""]"
"[""camera"",""windows""]","2018-05-26T17:33:55Z","Triplesalt/WMRSensors",30,"access camera and sensor streams of windows mixed reality hmds","null","C++","[""Assembly"",""C++"",""C""]",76,"null"
"[]","2017-02-22T14:33:26Z","Tusiji/iar-design",11,"a collection of ar design resources ","[""augmented-reality"",""design""]","null","null",397,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns""]"
"[""app"",""openvr""]","2017-12-14T23:09:40Z","Twinklebear/zed-vive-mr",3,"a mixed reality test and manual calibration app for the zed using openvr","null","C++","[""CMake"",""C++"",""C"",""GLSL""]",1387,"null"
"[]","2020-05-20T07:42:35Z","UCL/scikit-surgeryvtk",8,"image fusion or overlay for augmented reality apps using vtk","null","Python","[""Shell"",""Python"",""Roff""]",87732,"null"
"[""framework"",""graphics"",""medical""]","2019-01-19T12:48:20Z","UniStuttgart-VISUS/visual-system-simulator",3,"framework for simulating deficiencies and other aspects of the human visual system","[""simulator"",""medical"",""perception"",""augmented-reality"",""eye-diseases"",""graphics""]","Rust","[""Rust"",""GLSL"",""HTML"",""JavaScript"",""Java""]",64027,"[""youtube"",""downloader"",""python"",""anime"",""download"",""firebase"",""covid-19"",""search"",""coronavirus"",""search-engine"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""webgl"",""3d"",""vulkan""]"
