"tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""augmented"",""reality"",""n"",""u"",""l"",""l""]","2016-10-02T16:17:52Z","JGL/APieceOfArtAsBigAsIndia",8,"An augmented reality sculpture accessible via the WWW, SMS and Mobile Devices.","null","HTML","[""JavaScript"",""CSS"",""HTML""]",460072,"null"
"[""n"",""u"",""l"",""l""]","2020-07-16T12:53:40Z","JRaphaelO/Projeto-de-Topicos",4,"Creation of an encyclopedia of animations in Augmented Reality, with curiosities and information.","null","ShaderLab","[""C#"",""ShaderLab"",""HLSL""]",9646,"null"
"[""n"",""u"",""l"",""l""]","2017-09-16T03:05:31Z","JaehyeonSK/Android-AR-Pedestrian-Navigation",13,"Navigation App for pedestrian with Augmented Reality","null","Java","[""Java""]",20539,"null"
"[""marker"",""library"",""augmented-reality"",""typescript"",""artoolkit"",""artoolkitx"",""webxr"",""threejs"",""marker""]","2019-02-19T23:45:19Z","JamesLMilner/THREEAR",137,"A marker based Augmented Reality library for Three.js","[""augmented-reality"",""typescript"",""artoolkit"",""artoolkitx"",""webxr"",""threejs"",""marker""]","TypeScript","[""TypeScript"",""JavaScript"",""HTML""]",13280,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""es6"",""javascript"",""language"",""nodejs"",""angular"",""angularjs"",""angular2"",""ionic"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""azure"",""devops"",""terraform"",""docker"",""cloud""]"
"[""ar"",""xamarin-forms"",""ios""]","2019-03-15T14:28:00Z","JamestsaiTW/AR-Xamarin.Forms",4,"AR (Augmented Reality) on Xamarin.Forms","[""ar"",""xamarin-forms"",""ios""]","C#","[""C#""]",763,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""swift"",""objective-c"",""cocoapods"",""xcode""]"
"[""app"",""n"",""u"",""l"",""l""]","2016-05-16T05:57:40Z","JamieScanlon/AugmentKit",55,"An Augmented Reality framework. Built on ARKit. Made with app developers in mind.","null","Swift","[""Swift"",""Metal"",""Objective-C"",""C""]",176807,"null"
"[""n"",""u"",""l"",""l""]","2020-07-01T10:55:30Z","Jayesh-Borse/Flutter_X_AugmentedReality",14,"null","null","Dart","[""Kotlin"",""Swift"",""Objective-C"",""Dart""]",54,"null"
"[""app"",""app"",""3d"",""model"",""text"",""phone"",""augmented-reality"",""android"",""android-application"",""android-studio"",""3d""]","2020-11-08T16:07:20Z","Jetty53/Simple-ARApp",4,"This is an Augmented Reality app for Android Phones made in Android Studio. This app can only show you a 3d model of GEEKS FOR GEEKS text through your phone camera.","[""augmented-reality"",""android"",""android-application"",""android-studio"",""3d""]","Java","[""Java""]",5921,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""android"",""android-library"",""kotlin"",""material-design"",""lua"",""java"",""plugin"",""intellij"",""ide"",""opengl"",""graphics"",""webgl"",""vulkan""]"
"[""game"",""cisco"",""unity"",""game"",""augmented-reality"",""hackathon""]","2018-11-23T17:14:21Z","JnxF/hunction",8,":mushroom: Junction 2018, AR creature hunting game to entertain young supermarket customers","[""cisco"",""unity"",""game"",""augmented-reality"",""hackathon""]","C#","[""Python"",""C#"",""HTML""]",29433,"[""network"",""networking"",""tcp"",""server"",""router"",""game"",""unity3d"",""game-development"",""gamedev"",""unity"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript""]"
"[""rstats"",""a-frame""]","2018-08-22T10:16:37Z","JohnCoene/arframer",12,"📦 Augmented Reality in R","[""rstats"",""a-frame""]","R","[""R"",""CSS""]",537,"[""r"",""statistics"",""r-package"",""shiny"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""r"",""rstats"",""vr"",""virtual-reality"",""augmented-reality""]","2019-10-05T21:35:06Z","JohnCoene/g3r",19,"3D, VR and AR Maps in R","[""r"",""rstats"",""vr"",""virtual-reality"",""augmented-reality""]","JavaScript","[""R"",""JavaScript"",""CSS""]",7559,"[""language"",""rstats"",""statistics"",""r-package"",""shiny"",""r"",""statistics"",""r-package"",""shiny"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""model"",""camera-localization"",""cvpr"",""multi-sensors-fusion"",""retrieval"",""computer-vision"",""papers"",""pose-estimation"",""augmented-reality"",""robotics"",""awesome"",""ismar""]","2020-04-07T02:45:55Z","Johnzdh/awesome-visual-localization-papers",25,"The relocalization task aims to estimate the 6-DoF pose of a novel (unseen) frame in the coordinate system given by the prior model of the world. ","[""camera-localization"",""cvpr"",""multi-sensors-fusion"",""retrieval"",""computer-vision"",""papers"",""pose-estimation"",""augmented-reality"",""robotics"",""awesome"",""ismar""]","null","null",68,"[""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""reverse-engineering"",""emulator"",""homebrew"",""malware"",""emulation"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""nlp"",""natural-language-processing"",""bert"",""sentiment-analysis"",""pytorch"",""laravel"",""php"",""laravel-package"",""package"",""laravel-5-package"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""ros"",""computer-vision"",""simulation"",""robot"",""awesome-list"",""list"",""hacktoberfest"",""resources""]"
"[""kotlin"",""n"",""u"",""l"",""l""]","2019-07-25T14:16:49Z","Joze01/Augmented-Reality-Example-1",5,"Example of Augmented Reality made with kotlin and ARcore","null","Kotlin","[""Kotlin""]",13797,"null"
"[""apriltags"",""julia"",""fiducial"",""robotics"",""augmented-reality""]","2018-01-17T12:35:32Z","JuliaRobotics/AprilTags.jl",9,"Using Apriltags in Julia","[""apriltags"",""julia"",""fiducial"",""robotics"",""augmented-reality""]","Julia","[""Julia""]",4428,"[""language"",""optimization"",""math"",""simulation"",""physics"",""ros"",""computer-vision"",""simulation"",""robot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""sparkar"",""scripting"",""augmented-reality""]","2019-12-11T08:09:03Z","JulienHe/SparkGameTutorial",16,"null","[""sparkar"",""scripting"",""augmented-reality""]","JavaScript","[""JavaScript""]",36,"[""tutorial"",""learning"",""education"",""example"",""godot"",""cli"",""terminal"",""command-line"",""shell"",""bash"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""gale-crater"",""jezero-crater"",""3d-model"",""augmented-reality"",""javascript""]","2017-04-01T05:38:49Z","JustinGOSSES/AR_BusinessCard",17,"Augmented Reality Business Card","[""gale-crater"",""jezero-crater"",""3d-model"",""augmented-reality"",""javascript""]","JavaScript","[""HTML"",""JavaScript"",""CSS""]",107482,"[""php"",""symfony"",""php7"",""composer"",""symfony-bundle"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""nodejs"",""typescript"",""emacs"",""deno""]"
"[""ar"",""augmentedreality""]","2017-02-14T14:30:42Z","KIVBFLabor/AR_App",5,"Prototyp Augmented Reality App","[""ar"",""augmentedreality""]","C#","[""C#"",""GLSL""]",133555,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""api"",""http"",""rest-api"",""rest"",""swagger""]"
"[""n"",""u"",""l"",""l""]","2019-03-05T17:38:54Z","Kagigz/hololens-object-detection",4,"Object Detection using the Microsoft Custom Vision API on HoloLens","null","C#","[""C#""]",1452,"null"
"[""framework"",""n"",""u"",""l"",""l""]","2016-06-29T20:46:53Z","KatVHarris/HoloLensBot",20,"Project for integrating Microsoft Bot framework into Unity for Natural Language understanding in HoloLens applications. ","null","C#","[""C#"",""GLSL""]",11012,"null"
"[""chatbot"",""backend"",""augmented-reality"",""aframe"",""chatbot"",""webar""]","2020-12-01T02:53:15Z","Kelta-King/Project-AI-AR",10,"AI + AR chatbot developed in JS. You can find the Repo with backend from here... https://github.com/AnubhavMadhav/J.A.R.V.I.S","[""augmented-reality"",""aframe"",""chatbot"",""webar""]","JavaScript","[""HTML"",""JavaScript"",""CSS""]",2555,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""bot"",""telegram-bot"",""nlp"",""natural-language-processing"",""bert"",""sentiment-analysis"",""pytorch"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""openxr"",""openxr-cts"",""conformance-tests"",""xr"",""vr"",""virtual-reality"",""augmented-reality""]","2020-05-21T18:07:30Z","KhronosGroup/OpenXR-CTS",24,"Conformance test suite for OpenXR","[""openxr"",""openxr-cts"",""conformance-tests"",""xr"",""vr"",""virtual-reality"",""augmented-reality""]","C++","[""CMake"",""Shell"",""C"",""Makefile"",""Python"",""Ruby"",""C++"",""Objective-C"",""GLSL"",""PowerShell""]",3298,"[""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""openxr"",""virtual-reality"",""augmented-reality"",""vr"",""openxr-loader""]","2019-07-28T17:11:34Z","KhronosGroup/OpenXR-SDK",291,"Generated headers and sources for OpenXR loader.","[""openxr"",""virtual-reality"",""augmented-reality"",""vr"",""openxr-loader""]","C++","[""CMake"",""C"",""C++"",""Python"",""PowerShell""]",4892,"[""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""openxr"",""openxr-loader"",""openxr-sdk"",""xr"",""vr"",""virtual-reality"",""augmented-reality"",""openxr-sample"",""openxr-layers""]","2019-03-08T12:59:06Z","KhronosGroup/OpenXR-SDK-Source",256,"Sources for OpenXR loader, basic API layers, and example code.","[""openxr"",""openxr-loader"",""openxr-sdk"",""xr"",""vr"",""virtual-reality"",""augmented-reality"",""openxr-sample"",""openxr-layers""]","Python","[""CMake"",""C++"",""C"",""Objective-C"",""Python"",""GLSL"",""Shell"",""Makefile"",""Ruby"",""PowerShell"",""Roff""]",8292,"[""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""android"",""ar-drawings"",""augmented-reality"",""firebase""]","2019-10-27T03:51:27Z","KillerWhale591/memARy",4,"Share your memory by AR doodling.","[""android"",""ar-drawings"",""augmented-reality"",""firebase""]","Java","[""Java"",""GLSL""]",8875,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""covid-19"",""search"",""coronavirus"",""search-engine""]"
"[""app"",""augmented"",""reality"",""n"",""u"",""l"",""l""]","2019-04-20T10:34:30Z","KitCarson88/ionic-augmented-reality",17,"A Ionic 5 app with an augmented reality example","null","TypeScript","[""JavaScript"",""TypeScript"",""HTML"",""SCSS""]",2359,"null"
"[""app"",""news"",""swift"",""arkit"",""scenekit"",""spritekit"",""ios"",""augmented-reality-applications""]","2019-06-03T14:52:30Z","KittuPatel/AR-Newspaper-App",3,"This app makes use of Augmented Reality supported by ARKit which Casts a Video on detecting a scene/image in a news paper.","[""swift"",""arkit"",""scenekit"",""spritekit"",""ios"",""augmented-reality-applications""]","Swift","[""Swift""]",13044,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss""]"
"[""n"",""u"",""l"",""l""]","2017-05-25T19:51:16Z","KitwareMedical/AnatomicAugmentedRealityProjector",5,"null","null","C++","[""CMake"",""C++""]",138,"null"
"[""location"",""augmented"",""reality"",""navigation"",""application"",""real-time"",""navigation"",""android"",""augmented-reality"",""gps"",""point-of-interest"",""maps"",""geocoding"",""java"",""xml"",""appintro""]","2017-11-11T07:24:41Z","KrishAmal/NavAR",88,"NavAR is a location based augmented reality navigation application for Android. It features AR powered Point of Interest Browser and a real-time AR navigation system , assisting you while on a drive.","[""android"",""augmented-reality"",""gps"",""point-of-interest"",""maps"",""geocoding"",""java"",""xml"",""appintro""]","Java","[""Java""]",3072,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""gis"",""map"",""geospatial"",""openstreetmap"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""android"",""gradle"",""kotlin"",""javafx"",""css"",""html"",""rss"",""web"",""xhtml"",""json"",""yaml"",""csv"",""serialization""]"
"[""code"",""arkit"",""medium-article"",""tutorial"",""augmented-reality"",""swift""]","2018-06-04T13:50:09Z","Krootl/ARKitImageDetectionTutorial",39,"ARKitImageDetectionTutorial code for Medium article.","[""arkit"",""medium-article"",""tutorial"",""augmented-reality"",""swift""]","Swift","[""Swift""]",13551,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""time-series"",""hacktoberfest"",""management"",""slides"",""learning"",""education"",""example"",""godot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode""]"
"[""arkit"",""arkit-demo"",""swift"",""augmented-reality"",""medium-article""]","2018-06-20T05:57:02Z","Krootl/ARReflections",13,"Demo of environment texturing in ARKit","[""arkit"",""arkit-demo"",""swift"",""augmented-reality"",""medium-article""]","Swift","[""Swift""]",440,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""time-series"",""hacktoberfest"",""management"",""slides""]"
"[""n"",""u"",""l"",""l""]","2018-11-01T06:15:56Z","Kshitij08/AR-Portal",9,"An Augmented Reality Portal made using Unity and ARCore","null","C#","[""ShaderLab"",""C#""]",50969,"null"
"[""n"",""u"",""l"",""l""]","2017-10-06T15:36:17Z","LaboratoryForPlayfulComputation/arcadia",19,"Microsoft MakeCode Editor for Augmented Reality","null","JavaScript","[""TypeScript"",""CSS"",""HTML"",""JavaScript"",""Makefile"",""Brainfuck"",""C"",""Forth"",""GAP""]",186124,"null"
"[""data"",""azure"",""hololens"",""microsoft"",""mixed-reality"",""augmented-reality""]","2018-08-27T14:03:45Z","LightBuzz/Azure-HoloLens",4,"Connects to an Azure App Service and fetches data to a HoloLens application.","[""azure"",""hololens"",""microsoft"",""mixed-reality"",""augmented-reality""]","C#","[""C#"",""HLSL"",""ShaderLab""]",12523,"[""devops"",""terraform"",""docker"",""cloud"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""n"",""u"",""l"",""l""]","2016-03-16T09:39:53Z","LightBuzz/Kinect-Basketball-Spinner",9,"Basketball Spinner using Kinect v2 and Unity3D. Augmented Reality App.","null","C#","[""C#""]",37916,"null"
"[""map"",""app"",""n"",""u"",""l"",""l""]","2017-07-22T11:34:06Z","LocalJoost/SlippyMapDemo",7,"Shows how to make a geographical map on the floor in your HoloLens/Windows Mixed Reality app","null","C#","[""C#"",""ShaderLab"",""HLSL"",""GLSL""]",22996,"null"
"[""keyboard"",""mixed-reality"",""vr"",""keyboard"",""windows"",""steamvr"",""overlay"",""sdk"",""tracking""]","2018-06-11T16:19:57Z","Logitech/labs_mrkeyboard_sdk",10,"Ever felt the need to use a keyboard in VR ?","[""mixed-reality"",""vr"",""keyboard"",""windows"",""steamvr"",""overlay"",""sdk"",""tracking""]","C#","[""ShaderLab"",""C#"",""GLSL"",""ASP""]",248649,"[""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""calendar"",""library"",""time"",""javascript"",""linux"",""macos"",""osx"",""mac"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""markdown"",""electron"",""notes"",""electron-app"",""desktop"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow""]"
